id	comment_text	toxicity	gender
5510006	And who are all those millions of stupid women that voted for Trump in the first place - it was no secret that he had no respect for women?	1	0
918360	The feminists are strangely quiet about that particular topic.	0	0
687357	Why would small hands stop bullying when he is ensconced in a security shield? The pig is a coward, a cheat, a bully, a bigot. And, lest we forget, he can pick women up by the pussy.	1	0
5171573	"Again, NCR fails to cover the current controversy boiling in Ireland, a showdown between church, state and citizens - the proposed new hospital which the government is delivering into the hands of the Sisters of Charity who have balked in their remittance for their participation in sexual abuse.
The country is in an uproar that with RCC control through the sisters women especially will be denied access to all options in reproductive rights, care, and health.  Why the NCR silence, avoidance?"	0	0
5978012	Coming from the someone at the height of lefitist trollery you really should be able to do better than that. Perhaps revert to the tried and true....i'm a racist, bigot, hater of women, coal miner, you know. The usual.	1	0
5836005	funny what they'll do when you can speak in complete sentences and don't grab women by the pussy.	1	0
1005112	I read the article.  These women should have been suspicious/disgusted at the perpetrators first proposals and simply refused/walked away.	0	0
4975448	You're so right.  So much quicker and merciful to abort them now.  Before birth, your can still say it's YOUR body, and no one can tell you what to do with it.  The fetus has a life, but it's just not worth as much as yours, in your opinion.  And it's YOUR opinion that determines the value of your fetus's life.  After all, you're a woman who thinks for herself.  No fetus's life has any more value than its mother gives it.  Yeah, go for it.  You have been driven quite crazy, and are entitled to certain accommodations.	0	0
659565	"Looking back about 75 to 80 years, Germany REFUSED women control over their reproductive rights in order to help raise little soldiers for the Reich. While my preference is that women have information about sex and birth control in order to avoid unwanted pregnancy, I am old enough to remember the days of back alley abortions. Wasted or damaged lives were often the result. Playing games with women's lives because they might become inadvertently pregnant is a way to control women and take us back to places we don't want to live in. If ""pro-life"" believers want to force women to have children then there should be financial support for the children, day care support so the woman can work after the first years and access to multiple support options, especially for young women so they can continue education and have the opportunity for a reasonable life. Without that access, access to safe abortion is necessary.
     Criminalizing abortion is a mysoginistic action. It astounds me."	0	0
313633	"You people are all insane! Your comments are disgusting. I hate this state, bunch of disgusting immoral freaks.
RIP woman RIP."	1	0
525809	It is a great thing, Jennifer, to teach young women that they are powerful, strong, and, in multifaceted ways, beautiful. But it must be difficult to do this important mission in a Catholic school when the Church hierarchy and their idiotic laws themselves conspire against that message in the ways that count most: in action, policy, and opportunity. I'm sure you and the young women you teach rail daily against the Church's nice words that go nowhere—go nowhere with a vengeance.	1	0
5259244	This was all political posturing by the Liberals in the first place.  And as Harper said there have already been plenty investigations into this.  The problem is the Natives and their supporters do not like what the other inquiries have brought up.   Until they get the narrative that they are all innocent victims, who have nothing to do with any of the violence and disappearances of their women, they will keep wanting more 'inquiries'.  And the tax payers will keep paying millions for it.  A very sad situation all around.	0	0
5434107	HIV in America continues to spread from the reckless behavior of mostly gay men.  They never have, and never will take full responsibility for a problem that can only be solved from within the gay community.  Now they want their promiscuity subsidized with PrEP.  Sorry, there are limits to what others should pay for the multi-decades of  irresponsible, sexual-cultural behavior of others.	1	1
5982625	"I guess the next step after saying that certain information has been ""weaponized"" is that elites like HRC will decide which information is ""ok"" and which has been ""weaponized."" If she determines that info she doesn't like has been ""weaponized,"" then it won't be allowed. That will be the end of freedom of speech and freedom of the press. Basically she's saying that if ""information"" is disseminated that she doesn't like during an election, somebody in power can deem it ""weaponized"" and determine that the election is not ""legitimate."" This is a scary, unamerican woman. And even scarier, she's not dumb, so she knows exactly what she's doing."	0	0
6148788	"Wilk, there is nothing partisan about sexual abuse. Stop with the ""hypocrite Democrats"" bull. There are abusers of every stripe. Don't forget that Trump admitted sexually abusing women and STILL got elected."	1	0
6290313	Women dont fly fish they just fry fish in the kitchen 😂	1	0
1065717	What a despicable human being.  Did this woman give any thought to the family, friends, etc of the victims in those videos.	1	0
593274	"""Hillary got a huge percentage of the black non college educated male vote.""

Of course.  Why would a black male vote for a white racist?"	1	1
5951145	Give a man a bucket of chicken, and he eats for a day. Teach a man to steal chickens and wring their necks, and he will eat for the rest of his life.	0	1
1075754	But hanging out in bars looking to meet women to hook up with is okay, right?	0	0
6146130	Yeah, let’s attack her and a bunch of other women.  That’ll fix things.	1	0
5677600	Philosophically, Islam and The Third Reich are very much akin: both want to exterminate Jews, homosexuals and all who disagree with them; women are little more than baby factories and they want to take over the world. They are the same to me, but one is considered a force for good for humanity and the other is not.	1	0
5283725	Most people commenting about this story and siding with the women are completely ignorant about the rules regarding the visa waiver program.  It does allow people from visa waiver countries to enter the US and stay for up to 90 days, but it does not permit back to back use of the waiver to live in the US as this woman seems to have done.  There is no set requirement for how long someone must wait before revisiting the US under the visa waiver program, but the period should be “reasonable” in the minds of CBCP officers to convince them travelers are not trying to live in the US.	0	0
529884	Pepe: assuming you are a woman, I want to grab you by the pussy.	1	0
667543	Surprise, surprise, Trump is including minorities and women.  Who would have thought based on what media feed liberals indicated.  Guess they were wrong.	0	0
5829186	"From the article: ""At Wilkerson’s sentencing hearing, the judge expressed concern about how Wilkerson would be treated in prison...""
Well heck. This guy rapes a woman and the judge is worried about him...what the heck! So a judge is worried about how a bank robber, or a drug dealer, or a violent domestic abuser might get mistreated! Oh my! Lets go easy! SMH"	1	0
6226586	"Women never want speedy divorces?

Qué divertido"	0	0
6101347	"I wonder how many young women were abused by this pig in the 20 years that so-called feminist icon Ashley Judd kept her mouth shut? This self-proclaimed ""Naasty Giirl"" is just one more liberal toad. But to the MSM today she's a hero."	1	0
573045	But what does it say about our current times when a story about an unidentified person acting like a jerk is mostly assumed to be a male? It seems a valid question and point to me given the subject matter.	1	1
5450614	She wanted a doctor she would feel comfortable with..one that spoke good English...she said it out loud...she sounded really rude but upset... now reporters are hounding her at her home...Kathleen Wynne says she is 'shocked'...I'm shocked at the Muslim woman who tried to kill white people at Canadian Tire with a golf club, then with a knife...I'm shocked that BLM continue to demand respect and credibility when one of their founders tweeted she want to kill 'white people'...what has been said about this woman by neighbours sounds as if she is someone who has problems with race... but she didn't threaten or behave violently...those who are racist and who raise their kids to be racist have a more difficult time in society  but it isn't news...they're allowed to be racist...so why this particular woman?    Doesn't this clinic have a policy about filming patients on their premises?	0	0
6167475	And Scheer actually sounds like a man......also refreshing.	0	1
5433542	"I call these ""dumb dad"" and ""smug mom"" tropes.  They're tiresome cliches that should be retired along with jokes about women not being able to drive."	1	0
874987	Talk about dumb women----they were supposed to get organized and march BEFORE the election , rather than cry like sore losers after it's over .  The funny part is millions of women voted for Trump , and helped him become or 45 th president.   Adding to the dumbness , in D.C. the organizers there told all women who are pro life to not show up .  They are excluding their own sisters because they don't like they're position on abortion. How pathetic is that ?  All those who march in D.C. support killing the nearly born through abortion. Talk about a sick group .The bottom line is these marches will mean nothing . Locally this march will mean even less.  All these women would be better off to hold a bake sale and give all the money to Planned Parenthood who's about to lose all federal funding. They could also use the money to buy birth control so they don't have to kill the innocent nearly born in the first place.  Marches like this make women look second class, uninformed and like losers.	1	0
848158	"Yup, we learned just how ignorant the voters in this country can be didn't we?

Millions of union members voted for a party which wants to destroy unions, millions of women voted for a Pig that admitted to having sexually assaulted women because it could get away with it.

Millions of out-of-work assembly line workers voted for a Pig that promised to bring back manufacturing jobs from China at the same time it was having many items made in China,

Millions of voters voted for a Pig that was cheating on its wife even as she bore the Pig its last child, and millions of otherwise honest people voted for a Pig they already knew to be a liar and a cheat.

We deserve the Pig. I hope it doesn't do too much damage before the voters realize their stupidity."	1	0
5278751	"Thanks to you, too. Deeper discussion is good, and I like the opportunity to make some written expression of what I think. My hero Socrates would think this is terrific!

There are all kinds of fathers, and all kinds of brothers, and many of them are not very nice at all. Also our relationships with advocates or defenders or ""consolers"" can vary as well; and there is no need at all why any of those people should be male. So the fixation on the choice of male gender in these cases as somehow revealing The Way Things Are, Like It Or Not, strikes me as an unnecessary, optional, culturally determined phenomenon.

And that's fine, so long as we recognize it as such. ""Menu-crushing,"" btw, means imposing uniformity, eliminating options. Setting the ""masculine principle"" in the heavens is an option, and if that works for you, good. But to say that it's the only option available is to invite a charge of narrow-mindedness."	0	1
5997760	Caviar Cory - the man is always at a Koch buffet instead of out there meeting those who mistakenly elected this clown car Senator.	1	1
858110	"Really good point....I don't think of Obama as black..so sort of missed the ""angry black man"" deal...

Thanks as always for great comments!"	0	1
5762451	Trump is a spineless coward.  He's no man at all.	1	1
619097	So where is there anywhere in this article that actually talks about the Tsunami????  I guess its the only way to make people read about Alaska and the Governor and the LNG project..  Governor Walker is just a man like everyone else, nothing special to write a article about and then to say they cant disclose his location for security reasons!!  What a joke!!!  such Garbage!!	1	1
5535926	"Yeah, all that bullying done as a direct result of the bullies studying and acting out about Catholic teaching on homosexuality.  \sarc

Few if any adolescents are committing suicide because the Church teaches that homosexual acts are sinful.  Most of the men I know who are homosexual are Jewish.

If there's a common reason for boys with same-sex attraction killing themselves, it's from the realization that they are out of sync with what is an inherent understanding, along with biological and anatomical fact, that boys are supposed to be sexually attracted to girls and vice versa; and witnessing such attraction all around them."	1	1
5939781	"So who's fault is this? Both sides looks like. What's her tiny dog doing loose in a car? Don't people know that in a car collision, a small dog will go flying like a miniature missile? It's this reason precisely that dogs should be secured with doggie seats. So what if it's not required by law. It's required by logic. I've seen people driving with their dogs on their lap. I also don't understand how the spilling of the tea could have gotten so out of hand (no pun intended). If you're handed a hot cup, you'll feel it's hot, and if it's too hot you calmly put it in your car's cup holder. Sounds like this woman never had to handle unexpected stress before and just plain freaked out. Kind of like a deer freezing in the road as headlights approach it, not knowing the sensible thing to do. Put the damn cup down instead of panicking and shaking the tea all over the place. I hope these factors come up in court. This harebrain isn't the first to be handed a cup that's ""too hot."""	1	0
5428349	Male genitalia are weapons of rape!!!!	1	1
879771	Maybe, just maybe, all this wonderful women decide to hold a rally, hundred of thousands, in Tehran or an African nation, how about in Saudi Arabia. You go girls!	0	0
5794148	"What an utter wankstain.

Sincerely, 

An uppity woman"	1	0
908911	Stores in Toronto are selling hijabs now.  You're looking to the wrong religion if you think women's rights are in danger.	0	0
1000617	More white man shame.   We truly are God's damned creatures aren't we .	1	1
759407	When there is a man of such colossal ineptitude in office, the world is in the game .	0	1
5389099	Man, nothing like an incident involving ICE to get the libbies commenting on here.  Don't worry, a future Dem didn't get killed.  He was only grazed in the head.	0	1
5518603	These two ladies are either ignorant or hopelessly stupid.	1	0
6051891	Hey Allie, did you read the article about Michelle Obama calling out women who did not vote for Clinton as voting against their own voice....? Talk about respect, huh... And you did not see that post from SA because once again, it doesn't fit their narrative. As a woman, do you not feel disrespected by someone telling you to vote a certain way because you have the same genitalia...? If you can respect what MO said, you gotta respect wn...	0	0
5049255	"""Quebec is an almost pathologically alienated and low-trust society, deficient in many of the most basic forms of social capital;"" Muslims are terrorists; Jews are cheap; Women are stupid; blacks are criminals; Mexicans are druglords; frat boys are rapists;  ""Quebec is an almost pathologically alienated and low-trust society, deficient in many of the most basic forms of social capital."""	1	0
6237536	"Associate Professor Elham Manea, a Swiss-Yemeni citizen and the author of Women and Sharia Law, argues it is naïve — even racist — to regard the wearing of a burka as a sincere act of faith.

""The burka is not Islamic,"" she told the Religion and Ethics Report.

""It's a tradition that comes from the heart of Saudi Arabia, a region called Nejd.""

Dr Manea says the veiled garment was not worn by women outside of Nejd until Saudi Arabia's Wahabi regime came to power in the late 1970s.

""The re-Islamisation of Saudi Arabia according to the Wahabi Salafi fundamentalist principles led to the mainstreaming of the burka,"" she said.

""With Gulf money you had a promotion of this ideology and a reading of Islam that turned the burka into an 'Islamic' tradition."""	0	0
5467739	"No, I will listen to those songs . . . I was merely correcting this newspaper for its backsliding and insensitivities!
Men may only refer to males of their own race as ""boys"". . . I think I just made up that rule."	0	1
5916093	ACL, your own point proves where you have gone wrong.  The celibate male clerical system was dependent on the supposed moral superiority of the celibates.  That's why they covered-up.  It blew their cover to smithereens.	0	1
677540	pretty sure women sh*it-kick guys that stalk them in real life. You corrupt idiot crooks.	1	0
5073567	I agree - hockey will become an also ran in canada - too many immigrants who are into garbge sports like pro soccer -kids soccer is good but grown men playing with a ball is stupid	1	1
879197	"One of our daughter swent to the Women's rally in Washington DC, with her husband.  She reported from the march:  ""Lots of anti-Trump, pro-democracy chanting.""  

I don't think she felt her husband was ""disrespecting their goals."""	0	0
329370	"On the other hand, Hercules, since Mrs. Clinton is a woman, which then would be writing off half the population: choosing a female running mate, or not choosing a female running mate? 

Quick test: can you see the difference, in this context, between Mrs. Clinton and Mr. Trump? (Hint: old white guy is part of the answer). 

Or is your point here just deflecting any criticism of the much-revered Mr. Trump?"	0	0
4969885	"Feminism branding itself vaguely but changing none of its actual fallacies or female-centric stances. Nothing changes except the new exclamation ""so you're saying you're against humans, too!!?"" 

There are important things that were brought up by feminism, but like anything it has turned into a political railroad to run over any criticism and excuse any hypocrisy.
In many ways feminism has been a hammer that has ""redone"" the room, sure it got some nails in, but it trashed everything else, and with no care of the result. 

It is a large contributor to where we are now."	0	0
1034008	"The woman in the picture is holding a sign that says ""My son has diabetes and he needs healthcare, you are also responsible for his healthcare""....
This woman couldn't be more confused... nobody but herself, not Dan Sullivan, not The American taxpayer is  responsible for her sons healthcare. Shame on you for demanding someone else pay for your sons healthcare..
It's not the business of the government to provide you with healthcare."	0	0
593360	Glad to know that you believe the over 50% of white women who voted for President-Elect Trump are stupid.  That sounds very sexist of you.	1	0
510096	No, such a woman might be too stupid to know that she is stupid to vote for Trump.	1	0
741668	Excellent memories of Christmas past. A few years back I was working in a place that had a variety of races and religions and we all got along well. One individual was a muslim and a very smart and well spoken man. I wished him a Merry Christmas and initially he seemed to dislike my Christmas greeting. We discussed it and I asked him if he would be upset if he wished me well on Ramadan in what ever traditional way is called for and I took exception to it. He told me he would understand if that would upset me. I asked him if by giving a Ramadan greeting, he was insulting me or wishing bad things to me? He thought about it and told me that he would not be wishing bad for me. I then informed him that I would take it in the spirit it was given, even if it were not a Christian greeting and could he also take my greeting in the spirit given? Thinking about my statement, he then smiled and said, yes and wished me a very Merry Christmas. That was a very good day. Nothing bad about being nice.	0	1
6166610	"As a white right wing nut deplorable gun owning racist conservative pig...  I never ""groped"" a female who did not want... groping.  We hang those people."	1	0
560095	"I'm not sure exactly who put what in my drink, or in my roommate's drink a few months prior to ""the incident"", but I most certainly was drugged when out at a local bar while attending U of O. I am not going to spend any time describing the situation nor justifying how I and others know this was the case, besides saying that two drinks should not make an adult woman who was an active drinker STILL be intoxicated 14 hours later. And that's not even acknowledging the terrible, uncharacteristic things I heard secondhand about my condition that night and my resulting actions. 
The very fact that someone is questioning the integrity of the victims makes my skin crawl.
These women are lucky to be safe, but I hope for their sake that they have a supportive set of family and friends and access to additional support.
As adults, while we do have a right to drink (and over-drink), we also have a right to feel and be safe doing so -- something not restricted by gender identity."	0	0
5825769	"In addition to arguing a point I didn't make (people who stay in challenging marriages are losers)you also come up the euphemism of the year referring to the Clinton marriage as challenging. 
I made a simple point about the relative good looks of the women each of these scumbags chose.
Disagree with my taste or call me a chauvinist but please don't try to take the moral high ground with Bubba as your leader."	1	0
5908512	"""....by the same twisted folks who contort themselves mindlessly defending a 6th Century religion that throws gays off buildings, stones women, believes in honor killings, and forces women to cover themselves.""

To be fair, I don't think all christians are like that...just a lot of 'em."	1	0
5876199	"Man you're a jerk, no I don't hate the ""big bad gubmit"" or OSHA, my gosh. It was merely an observation that OSHA played a major role in inspections at that plant and decided when and when not to inspect (and the link YOU posted even points that out). How about you try getting off that elitist soap box you're standing on and trying having a conversation with someone without belittling them. Have a terrible day now."	1	1
6034887	"I support diversity!  Thank you mam for having the courage to stand up and speak out.  I agree, with all the fine women in ""blue"" out there, surely there are numbers of qualified women who should be considered for this job.  That goes without saying......."	0	0
5523076	"A few days? You think abortion is allowed a few days before birth or viability outside the womb? Do you know how uninformed this is? Do you just read wild-eyed websites for your talking points?
And you do know that many pregnancies (10-20% of REPORTED ones end in miscarriage, according to studies cited by babycenter.com) naturally are miscarried? Should we criminalize women who are likely to have pregnancies end in miscarriages, i.e. older women and those with medical situations? Or is God responsible for miscarriages?
""Pests:"" it is appalling that you generalize women with mean invective. You have succumbed to the far-right's characterizations of women. Don't you realize the strangeness of having ""big government"" opponents support that same entity's power to overrule a woman and her physician's decision? 
You do know that one could place an egg every month into a laboratory situation where a spermatozoon would fertilize it? Is it criminal not to do so, then? All those lost lives."	0	0
1067227	Well of course he was found 'not guilty'. We all know that women are in the habit of having sex with random taxi drivers, and if they get a little tipsy and make the unfortunate decision to pour themselves into a cab instead of behind the wheel of their own car, the law considers them to be fair game.	1	0
752657	"Benjamin Netanyahu will love Trump. They have likely met before because for years Netanyahu worked the American media for the Israeli government.  Lived there. TV shows like Face the Nation and Meet the Press. Many things like that are done in New York City - Trump's hometown.  Large Jewish community there.  I found Netanyahu's American accent to be obnoxious because he wasn't American. Like a double-agent in a spy film. As we stagger into disaster, I think Americans will start thinking the same thing because of the the swagger in his step. Macho man.  I truly don't think a lot of people know this, but Israel borders Syria - the land that has been savaged by its own leader and his opponents. Israel has has fought battle with Syria itself and I fear it may dip its wick in that disaster-zone again. And don't forget the Russians. Dirty, corrupt  Russians. And, the seemingly ""do anything"" Donald Trump. Disaster film - likely with some funny moments. But a disaster."	1	1
5951199	This woman is Bat feces CRAZY!  Thank GOD she is nowhere near the nuclear codes!	1	0
5895048	"Clinton got elected, so saying ""no"" was not in vogue, especially if one was female and in a room with him."	0	0
5958650	I'm not defending Schilling, mostly because I agree that he's a clown. It's about being consistent. Hill at the very least deserves to be suspended, but since she's a black woman, the hyper-Liberal ESPN brass is deathly afraid of being 'racists' by some blogger.	1	0
5088978	They still throw gays off buildings and stone women.	1	0
5712444	If I could grab women by the pussy  and keep my job or show my face in the coffee shop I'd have voted for Trump.	1	0
793518	"Above Center is making a typical racist and xenophobic comment. Political Correctness has been the bugbear of the Right ever since they were forced to accept Women, Gays, and People of Colour into the political forum.

Notice we are ""a Nation"" according to Above Center.  No longer One Country/Two Nations. Or even a Mosaic of Nations. And what are these code words ""ideas & innovation""? How are we being held back by ""political correctness""? Oh, right, because Liberals won't approve those pipelines. Hahaha."	1	0
6236759	"""wild west""  I often say those same words.   
I do understand that some business owners feel their hands are tied, but mine aren't.   That was pretty much what I wanted to convey in my prior comment.
It's unfortunate that the cheaters ruin things and get away with it...no 'fear' from them, no siree.   It's unfortunate that I can't punish the cheaters, so I'm left with going after the businesses that allow them.   And due to their 'fear of repercussions', they (unwittingly) set a crazy precedent.   
Again, I understand, but have little patience for 'can't do'.   Something has to be done.   Dogs might feel like family, but they don't belong everywhere and I'm fed up.  A recent experience was at JC Penney...almost tripped over a small dog in women's clothing.  Un.be.lievable."	0	0
324881	"I figured he was clearly referring to female black bears as ""women."""	1	0
5993178	this woman is bat s hit crazy!!!	1	0
1076732	Another stupid opinion from the liberals. As the majoority of women DON'T support the feminism movement it's just another reason the liberals lost the election. They just couldn't understand why a women wouldn't vote for Hillary because she was a women. When Grays Harbor goes GOP for county commissioners and president you know the liberals are destroying the democrat party.	1	0
5072655	Focused on women's sexuality was the thrust of the article, yet Sapphic Aquatica, the club's regular lesbian event was not even mentioned. Same old sexist homophobic b.s. Lesbians just don't exist. Disappointing G&M.	1	0
770959	"The Work Farce,

   I believe stopping the proliferation of women corporate lawyers is a very worthy wish for a bucket list. It's unselfish. It isn't about narcissism, personal pleasure, or greed or egotism or power or fame or fortune.
  It's a very worthy quest to do what this endangered world most needs - to reign in the out-of-control Establishment and bring some justice to folks most in need of it.
  Maybe one of these folks who don't like it will tell me why they don't agree."	0	0
5931457	"o77:  ""The woman was charged with murder not the son.""
cue:  "".Outsider: Yes, I read that, But what does this mean???"".............
  .....  
........ ""The woman was charged with murder not the son."""	0	0
6237821	couldn't man up after humiliating yourself. pathetic Paul Scott, absolutely pathetic. furthermore you are a shameless bald face liar. I have not been kicked off this board twice. I did have one account ban not for violating CC rules, but because CC didn't like the way I voted. But I understand your need to deflect from the fact you humiliated yourself. Furthermore, I have spent over 2 decades working with at risk youth, my time, my dime, my program. wtf have you done, Junior?	1	1
5160757	"This, of course, is why Adam looked upon Eve, the only (naked) female human being on earth, and said ""At last! This is flesh of my flesh and bone of my bones!""  Then he bit her apple.

This happens to women all the time. That's why we have Gloria Allred."	0	0
5893815	". . . likely for having to listen to this woman's bigoted racist trash-talk..

/.."	1	0
253791	ISIS like to rape women, send him to ISIS.	1	0
5842187	"It might be considered important - but is it really? Maybe it's because the woman is black, or Muslim, or has a ""save the whales"" bumper sticker, or even a Confederate flag on her bumper. The point is - it's not OK to run people over because of their beliefs. Trump seems unable to condemn such behavior convincingly.

OTOH - yeah, this story is incomplete. Maybe she crossed in front of him while he was driving and he just made a stupid comparison."	1	0
5580796	Rep. Brad Sherman is a good man. Very good man. Very, very good man. But he is very stupid man. He is a village idiots, who is peeing on his feet and smiling, and inviting all the others to join him. Very good man.	1	1
5743075	"Amazing that people like Saunders take a hypothetical  and use that non evidence to judge a man  they don't like.

Yet if we compare Trump's potential actions against those actually taken by Obama -   a man who launched  500 drones killing people extra judicially, who destroyed Libya  and destabilised  the Western Sahel in the process, who went to war with Syria by supporting a covert war there (resulting in the deaths of at least 400,00 people and massive refugee flows) who spied on his allies and who ratcheted up  confrontation with Russia - Saunders is silent.

Why wasn't Saunders applauding when Trump quietly announced the CIA would no longer fund covert armed support to Syria's rebels?

When Trump offered an olive branch to Russia  to work out a common solution to the Syrian impasse, the war in Ukraine and the fight against ISIL, Saunders and his media brethren pushed back.  

If Saunders wants to be taken seriously then he needs to be honest.

What an immense hypocrite."	1	1
993712	Mike Johnson 994:  As per Merriam Webster:  strum·pet: (  a female prostitute or a promiscuous woman).	1	0
520511	Take another look and viewing of tRump's comments, Deal.  But ya gotta pull your head out first.  The analysts have it correct.  tRump is bragging about how he likes to grope and rape women anyway he can get them; even buying a married woman furniture.  I can picture tRump dragging that married woman over to the bedroom furniture and giving her a one arm toss, watch her bounce, and then he pounces and doesn't even care if anyone's watching.  That's how sickopath tRump is.	1	0
5702889	"Archbishop Chaput is the reason I left the Catholic Church. I'd just come home from graduate school after a wonderful time with the Newman Center where I learned about Kung and Rahner and an RCIA where we used Christ Among Us as our text. I thought, for instance, it was OK to work within the Church for women priests and same-sex relationships. Chaput put all that to rest! After many conversations, I went back to the Episcopal Church.

I'm now a part of UCC, where the ideas of Kung, Schillebeeckx, Chittister, et. al., can live and breathe, and where Pope Francis is admired as the leader of Christianity. Mainline Protestantism is where Vatican II went, in case you're looking for it! :) (BTW, Jesus is present at the UCC, at the head of the table at every communion.)"	0	0
1045315	"I’m afraid we now have to restore all those medals taken away from the Soviet era “women"" athletes who had balls."	1	0
5388169	"GROPENFUHRER    really? that is funny on so many levels. the context, the sub context... the implications.. possibilities.. ironically accurate and sad  at the same time... No?  Nothing? GROPE as in grab something rudely... FUHRER the german word for ""leader""... GROPE LEADER? then putting trump into the layer of his tendencies towards dictatorship style rule... likening him to hitler.., the fuhrer... and his publically admitted entertainment in approaching strange women and grabbing, groping, them. GROPENFUHRER.   ?  funny?    clever?   nothing?  ok"	0	0
6133292	"They still have comfort women in S.F. but they call them ""masseuses""."	0	0
997524	what a crock, I can see why this woman was so resoundingly defeated - MSM journalism is responsible for fake news - FULL STOP - and they have lost all credibility in the marketplace - if they had any cred they wouldn't be going to the feds with beggar bowl in hand - just shows outta touch the 1%ers are - but it strikes me as a rear guard action by the establishment to protect their way of life as masters over all they see without input from others - we've seen the common them in other op-ed pieces by columnists at the G&M - but this is what tarnished prestige and a threat to position brings out in our 1%ers	0	0
5935732	"So now trudeau is concerned about gender equality?

How about gender equality when it comes to isalm?

Funny how trudeau seems to be blind to discrimination against women under islam!"	0	0
5545018	Thelma and Louise did not end happily.  Two women careening out of control because they can't face their problems is probably not the best way to go about dumping a thieving boyfriend and getting on with your life.	0	0
851226	I've met the man, I've worked for the man, so let me put it this way: if Mark Norman's wrong, I don't want to be right. I can only assume that this is happening out of a superabundance of caution in relation to allegations against him that will later be found to be false.	0	1
1056249	What are they supposed to do. They give options for booking seats well in advance for a fee or within 24 hours of the flight for free. If you want to be the brain dead one with kids who chances it at the gate then it should be put on you. Do you expect the people who paid an early seating fee to give up there seats to accommodate someone with no forethought. Next how does one exactly abduct a child from a plane. You've not heard the whole story yet your acting as brain dead as the women from this flight. The lack of common sense comes from your comment. I don't even like air Canada but I'll sway towards there side on his one.	0	0
1069434	"First, what exactly is the plaintiff going to sue for? The judge has ruled that a sexual assault did not take place. Hence, no physical harm was done to the woman, so no compensation for that can be claimed. That leaves claims for damages arising from more tangential issues, but there again what would have to be clearly established were the cabbie's actions. Heaping conjecture about that on top of conjecture about the woman's behavior doesn't prove much in the balance of probabilities equation.

Hypothetical scenario: cabbie accepts heavily intoxicated passenger. He follows her mixed up instructions on where to turn, and winds up lost. She's so intoxicated that she urinates in the back seat, pulls off her soaked clothing, and then passes out. And that's when a police cruiser just happens to come by.

What is the counter-explanation that you suggest is more likely than that, based on a balance of probabilities?"	0	0
5122375	"My Dad was also a non-believer, and a man of very few words.  He lived independently until the end, and passed away 3 months shy of his 100th birthday (I think he did it on purpose to avoid ""all the fuss"").  When I asked him a few years previously what he wanted at his funeral, he replied in his usual laconic fashion: ""Well, when the undertaker is finished with me, everyone should go have a party"".  We did, and we had a great time."	0	1
447240	"You're right Stan, she should be given a stern talking to and let go to possibly run over someone else in the future. This is not this woman's 1st time ""snapping"". Like a termite she should be exterminated."	1	0
592059	Everything about this is sad. He obviously needed help. But I feel the peole who were threatened did the right thing. They had to report it as the man could have hurt or killed someone else. So tragic. Sorry for his loved ones.	0	1
1070009	Sober women have had sex with me when I was drunk, sometimes I woke up beside a gargoyle and regreted it, but that was my mistake for getting black out drunk, she didn't rape me	1	0
497759	of course that's hyperbole and I gave you my take, so if this is all you have in response then vote for your cretin and keep that grin on your face if / when the next President is a strong female for 8 Democratic years and we flip the high courts solidly Liberal to give this comatose country a chance of recovery and survival in spite of all the republican destruction and psychotic partisan obstruction.	1	0
5987984	We know, especially from Irenaeus, that women acted as priests in Gnostic and syncretist sects but not in the early Church.	0	0
747511	Justin was interviewed on our local radio station the other day, my god that man is profoundly stupid!	1	1
5085227	"Gosh, how many actual people have been lost in wars, including religious wars? Due to lack of medical care? Due to starvation and neglect?  Pollution? Disease? 
And I'm talking about actual people, not a collection of cells. How about fertilized eggs in deep freeze? How about via wasteful ejaculation? 
Your crusade against PP is just that; another religious war. You don't care at all for the women who get help there, when they cannot get it anywhere else.
And hey, give us your proof that ""50,000,000 American lives"" ( I'm assuming that like most Republicans, undocumented immigrants don't count) have ended since Roe vs Wade.  I'm talking about legal persons, by the way."	0	0
5301093	"Why does anybody want to defend Trump anyway.  The guy is a pig.  He brags about walking into womans dressing rooms at beauty pageants just because he can.  He brags about ""grabbing woman by the pussy"".  (This should be left in quotes because it shows exactly the character of the person""  Republicans had better options Kasich was a probably best presidential candidate.  Hillary would have been a disaster and she has plenty of skeletons in her closet.  She should have never run.  Her time was over when she lost to Obama.  However, Trump is still a terrible, bigoted, lying president.  His Trump University was just a huge scam."	1	0
6333418	Good men lead and are not abusive. From serial killers to lone wolves, many of them got their start from the hands of an abuser.	0	1
5604042	Older condos like Marco Polo were not only built without sprinkler systems but also without central air & many of these condos leave their patio doors or condo windows open 24/7 for ventilation.  If this woman lived on the floors right above the condo that originated the fire, the intense smoke would not only be quickly entering from the outside patio area but also from the walkways as well as this Marco Polo fire the entire walkway for a couple floors above was full of intense toxic thick smoke.  If this woman was not able to close her windows before the smoke completely filled her condo she would be breathing toxic fumes & not survive. One way to survive this type of condo fire where there are no fire damage but heavy smoke is to go online & buy a gas mask, not just military type but one time use disposable mask that covers your head & has an air filter. Have to put on quickly & only good for 15-20 minutes.  Also this person would need to be able to crawl out on her own or be rescued	0	0
5137725	Assad - Plan B : what kind of imagination comes up with that? A master of absurdist humour. You are a funny man, Mr. Gable.	0	1
